#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra
Mig-29 Fighter Pilot (USA);Mig-29 Fighter Pilot (USA);Sega Genesis;;1993;Tiertex Design Studios;Simulation;;;;;;;;;
"Might and Magic - Gates to Another World (USA, Europe)";"Might and Magic - Gates to Another World (USA, Europe)";Sega Genesis;;1991;New World Computing;Role-Playing;;;;;;;;;
Mighty Morphin Power Rangers (USA);Mighty Morphin Power Rangers (USA);Sega Genesis;;1995;Sims;Beat-'Em-Up;2;;;;;;;;
Mighty Morphin Power Rangers - The Movie (USA);Mighty Morphin Power Rangers - The Movie (USA);Sega Genesis;;1994;Bandai;Beat-'Em-Up;2;;;;;;;;
"Mike Ditka Power Football (USA, Europe)";"Mike Ditka Power Football (USA, Europe)";Sega Genesis;;1991;Accolade;Sports/Football;2;;;;;;;;
Minnesota Fats - Pool Legend (USA);Minnesota Fats - Pool Legend (USA);Sega Genesis;;1995;Data East;Sports/Billiards;2;;;;;;;;
Monopoly (USA);Monopoly (USA);Sega Genesis;;1992;Sculptured Software;Board Games;8;;;;;;;;
Mortal Kombat (World) (v1.1);Mortal Kombat (World) (v1.1);Sega Genesis;;1993;Probe Entertainment;Fighter;2;;;;;;;;
Mortal Kombat 3 (USA);Mortal Kombat 3 (USA);Sega Genesis;;1995;Sculptured Software;Fighter;2;;;;;;;;
Mortal Kombat II (World);Mortal Kombat II (World);Sega Genesis;;1994;Probe Entertainment;Fighter;2;;;;;;;;
Mr. Nutz (Europe);Mr. Nutz (Europe);Sega Genesis;;1994;Ocean;Platform;1;;;;;;;;
"Ms. Pac-Man (USA, Europe)";"Ms. Pac-Man (USA, Europe)";Sega Genesis;;1991;Innerprise Software;Platform;2;;;;;;;;
Muhammad Ali Heavyweight Boxing (USA);Muhammad Ali Heavyweight Boxing (USA);Sega Genesis;;1992;Park Place Productions;Sports/Boxing;2;;;;;;;;
"Mutant League Football (USA, Europe)";"Mutant League Football (USA, Europe)";Sega Genesis;;1993;Electronic Arts;Sports/Football;2;;;;;;;;
"Mutant League Hockey (USA, Europe)";"Mutant League Hockey (USA, Europe)";Sega Genesis;;1994;Electronic Arts;Sports/Hockey;4;;;;;;;;
"Mystic Defender (USA, Europe) (Rev A)";"Mystic Defender (USA, Europe) (Rev A)";Sega Genesis;;1989;Sega;Platform;1;;;;;;;;
Mystical Fighter (USA);Mystical Fighter (USA);Sega Genesis;;1992;Kid;Beat-'Em-Up;2;;;;;;;;
NBA Action '94 (USA);NBA Action \'94 (USA);Sega Genesis;;1994;Sega;Sports/Basketball;5;;;;;;;;
"NBA Action '95 Starring David Robinson (USA, Europe)";"NBA Action \'95 Starring David Robinson (USA, Europe)";Sega Genesis;;1995;Sega;Sports/Basketball;5;;;;;;;;
"NBA All-Star Challenge (USA, Europe)";"NBA All-Star Challenge (USA, Europe)";Sega Genesis;;1992;Beam Software;Sports/Basketball;2;;;;;;;;
NBA Hang Time (USA);NBA Hang Time (USA);Sega Genesis;;1996;Funcom;Sports/Basketball;4;;;;;;;;
"NBA Jam (USA, Europe) (v1.1)";"NBA Jam (USA, Europe) (v1.1)";Sega Genesis;;1993;Iguana Entertainment;Sports/Basketball;4;;;;;;;;
NBA Jam Tournament Edition (World);NBA Jam Tournament Edition (World);Sega Genesis;;1995;Iguana Entertainment;Sports/Basketball;4;;;;;;;;
"NBA Live 95 (USA, Europe)";"NBA Live 95 (USA, Europe)";Sega Genesis;;1994;Hitmen Productions;Sports/Basketball;4;;;;;;;;
"NBA Live 96 (USA, Europe)";"NBA Live 96 (USA, Europe)";Sega Genesis;;1995;Hitmen Productions;Sports/Basketball;4;;;;;;;;
"NBA Live 97 (USA, Europe)";"NBA Live 97 (USA, Europe)";Sega Genesis;;1996;NuFX;Sports/Basketball;4;;;;;;;;
NBA Live 98 (USA);NBA Live 98 (USA);Sega Genesis;;1997;NuFX;Sports/Basketball;2;;;;;;;;
"NBA Showdown '94 (USA, Europe)";"NBA Showdown \'94 (USA, Europe)";Sega Genesis;;1994;Electronic Arts;Sports/Basketball;4;;;;;;;;
NCAA Final Four Basketball (USA);NCAA Final Four Basketball (USA);Sega Genesis;;1994;Bitmasters;Sports/Basketball;4;;;;;;;;
NCAA Football (USA);NCAA Football (USA);Sega Genesis;;1994;Mindscape;Sports/Football;2;;;;;;;;
NFL 98 (USA);NFL 98 (USA);Sega Genesis;;1997;Farsight Technologies;Sports/Football;4;;;;;;;;
NFL Football '94 Starring Joe Montana (USA);NFL Football \'94 Starring Joe Montana (USA);Sega Genesis;;1993;Bluesky Innovations;Sports/Football;2;;;;;;;;
NFL Quarterback Club (World);NFL Quarterback Club (World);Sega Genesis;;1994;Iguana Entertainment;Sports/Football;5;;;;;;;;
"NFL Quarterback Club 96 (USA, Europe)";"NFL Quarterback Club 96 (USA, Europe)";Sega Genesis;;1996;Iguana Entertainment;Sports/Football;5;;;;;;;;
"NFL Sports Talk Football '93 Starring Joe Montana (USA, Europe)";"NFL Sports Talk Football \'93 Starring Joe Montana (USA, Europe)";Sega Genesis;;1992;Bluesky Innovations;Sports/Football;2;;;;;;;;
"NFL '95 (USA, Europe)";"NFL \'95 (USA, Europe)";Sega Genesis;;1994;Sega;Sports/Football;4;;;;;;;;
"NHL 95 (USA, Europe)";"NHL 95 (USA, Europe)";Sega Genesis;;1995;High Score Productions;Sports/Hockey;4;;;;;;;;
"NHL 96 (USA, Europe)";"NHL 96 (USA, Europe)";Sega Genesis;;1995;High Score Productions;Sports/Hockey;4;;;;;;;;
"NHL 97 (USA, Europe)";"NHL 97 (USA, Europe)";Sega Genesis;;1996;High Score Productions;Sports/Hockey;4;;;;;;;;
NHL 98 (USA);NHL 98 (USA);Sega Genesis;;1997;High Score Productions;Sports/Hockey;4;;;;;;;;
NHL All-Star Hockey '95 (USA);NHL All-Star Hockey \'95 (USA);Sega Genesis;;1995;Sega;Sports/Hockey;2;;;;;;;;
NHL Hockey (USA);NHL Hockey (USA);Sega Genesis;;1991;Park Place Productions;Sports/Hockey;2;;;;;;;;
"NHL '94 (USA, Europe)";"NHL \'94 (USA, Europe)";Sega Genesis;;1993;High Score Productions;Sports/Hockey;4;;;;;;;;
"NHLPA Hockey 93 (USA, Europe) (v1.1)";"NHLPA Hockey 93 (USA, Europe) (v1.1)";Sega Genesis;;1992;Park Place Productions;Sports/Hockey;2;;;;;;;;
New Horizons (USA);New Horizons (USA);Sega Genesis;;1994;Koei;Strategy;;;;;;;;;
Newman Haas Indy Car Featuring Nigel Mansell (World);Newman Haas Indy Car Featuring Nigel Mansell (World);Sega Genesis;;1994;Gremlin Interactive;Driving;;;;;;;;;
Nigel Mansell's World Championship Racing (USA);Nigel Mansell\'s World Championship Racing (USA);Sega Genesis;;1993;Gremlin Interactive;Driving;;;;;;;;;
No Escape (USA);No Escape (USA);Sega Genesis;;1994;Bits Studios;Platform;1;;;;;;;;
Nobunaga's Ambition (USA);Nobunaga\'s Ambition (USA);Sega Genesis;;1993;Koei;Strategy;8;;;;;;;;
"Normy's Beach Babe-O-Rama (USA, Europe)";"Normy\'s Beach Babe-O-Rama (USA, Europe)";Sega Genesis;;1994;Realtime Associates;Platform;1;;;;;;;;
Olympic Gold (USA);Olympic Gold (USA);Sega Genesis;;1992;U.S. Gold;Sports;4;;;;;;;;
"Olympic Summer Games (USA, Europe)";"Olympic Summer Games (USA, Europe)";Sega Genesis;;1996;Tiertex Design Studios;Sports;8;;;;;;;;
"Onslaught (USA, Europe)";"Onslaught (USA, Europe)";Sega Genesis;;1991;Nextgrand;Platform;1;;;;;;;;
"Ooze, The (Japan, USA)";"Ooze, The (Japan, USA)";Sega Genesis;;1995;Sega;Platform;1;;;;;;;;
Operation Europe - Path to Victory 1939-45 (USA);Operation Europe - Path to Victory 1939-45 (USA);Sega Genesis;;1994;Koei;Strategy;2;;;;;;;;
"Ottifants, The (Europe)";"Ottifants, The (Europe)";Sega Genesis;;1993;Graftgold;Platform;1;;;;;;;;
Out of This World (USA);Out of This World (USA);Sega Genesis;;1993;Delphine Software International;Platform;1;;;;;;;;
"OutRun (USA, Europe)";"OutRun (USA, Europe)";Sega Genesis;;1991;Sanritsu;Driving;;;;;;;;;
OutRun 2019 (USA);OutRun 2019 (USA);Sega Genesis;;1993;Sims;Driving;1;;;;;;;;
OutRunners (USA);OutRunners (USA);Sega Genesis;;1994;Sega;Driving;2;;;;;;;;
Outlander (USA);Outlander (USA);Sega Genesis;;1992;Mindscape;Platform;1;;;;;;;;
P.T.O - Pacific Theater of Operations (USA);P.T.O - Pacific Theater of Operations (USA);Sega Genesis;;1993;Namco;Puzzle;2;;;;;;;;
"PGA European Tour (USA, Europe)";"PGA European Tour (USA, Europe)";Sega Genesis;;1994;Polygames;Sports/Golf;4;;;;;;;;
"PGA Tour 96 (USA, Europe)";"PGA Tour 96 (USA, Europe)";Sega Genesis;;1995;NuFX;Sports/Golf;4;;;;;;;;
"PGA Tour Golf (USA, Europe) (v1.2)";"PGA Tour Golf (USA, Europe) (v1.2)";Sega Genesis;;1991;Sterling Silver Software;Sports/Golf;4;;;;;;;;
"PGA Tour Golf II (USA, Europe) (v1.1)";"PGA Tour Golf II (USA, Europe) (v1.1)";Sega Genesis;;1992;Polygames;Sports/Golf;4;;;;;;;;
"PGA Tour Golf III (USA, Europe)";"PGA Tour Golf III (USA, Europe)";Sega Genesis;;1994;Polygames;Sports/Golf;4;;;;;;;;
Pac-Attack (USA);Pac-Attack (USA);Sega Genesis;;1993;Koei;Strategy;2;;;;;;;;
Pac-Man 2 - The New Adventures (USA);Pac-Man 2 - The New Adventures (USA);Sega Genesis;;1994;Namco;Platform;;;;;;;;;
"Pac-Mania (USA, Europe)";"Pac-Mania (USA, Europe)";Sega Genesis;;1991;Sculptured Software;Platform;2;;;;;;;;
"Pagemaster, The (USA)";"Pagemaster, The (USA)";Sega Genesis;;1994;Probe Entertainment;Platform;1;;;;;;;;
"Paperboy (USA, Europe)";"Paperboy (USA, Europe)";Sega Genesis;;1991;"MotiveTime,";Platform;2;;;;;;;;
"Paperboy 2 (USA, Europe)";"Paperboy 2 (USA, Europe)";Sega Genesis;;1992;Tengen;Platform;2;;;;;;;;
Pat Riley Basketball (USA);Pat Riley Basketball (USA);Sega Genesis;;1990;Sega;Sports/Basketball;2;;;;;;;;
Pebble Beach Golf Links (USA);Pebble Beach Golf Links (USA);Sega Genesis;;1993;T&E Soft;Sports/Golf;;;;;;;;;
"Pele II - World Tournament Soccer (USA, Europe)";"Pele II - World Tournament Soccer (USA, Europe)";Sega Genesis;;1994;Radical Entertainment;Sports/Soccer;4;;;;;;;;
"Pele! (USA, Europe)";"Pele! (USA, Europe)";Sega Genesis;;1993;Accolade;Sports/Soccer;2;;;;;;;;
"Pete Sampras Tennis (USA, Europe) (J-Cart)";"Pete Sampras Tennis (USA, Europe) (J-Cart)";Sega Genesis;;1994;Codemasters;Sports/Tennis;4;;;;;;;;
"Phantasy Star II (USA, Europe) (Rev A)";"Phantasy Star II (USA, Europe) (Rev A)";Sega Genesis;;1989;Sega;Role-Playing;;;;;;;;;
"Phantasy Star III - Generations of Doom (USA, Europe)";"Phantasy Star III - Generations of Doom (USA, Europe)";Sega Genesis;;1990;Sega;Role-Playing;;;;;;;;;
Phantasy Star IV (USA);Phantasy Star IV (USA);Sega Genesis;;1994;Sega;Role-Playing;;;;;;;;;
Phantom 2040 (USA);Phantom 2040 (USA);Sega Genesis;;1995;Viacom New Media;Platform;1;;;;;;;;
Phelios (USA);Phelios (USA);Sega Genesis;;1990;Namco;Shooter;1;;;;;;;;
Pink Goes to Hollywood (USA);Pink Goes to Hollywood (USA);Sega Genesis;;1993;HeadGames;Platform;1;;;;;;;;
Pinocchio (USA);Pinocchio (USA);Sega Genesis;;1996;Virgin Interactive;Platform;1;;;;;;;;
"Pirates of Dark Water, The (USA, Europe)";"Pirates of Dark Water, The (USA, Europe)";Sega Genesis;;1994;Iguana Entertainment;Platform;1;;;;;;;;
Pirates! Gold (USA);Pirates! Gold (USA);Sega Genesis;;1993;MicroProse;Strategy;1;;;;;;;;
Pit-Fighter (World) (Rev A);Pit-Fighter (World) (Rev A);Sega Genesis;;1994;Activision;Platform;2;;;;;;;;
Pitfall - The Mayan Adventure (USA);Pitfall - The Mayan Adventure (USA);Sega Genesis;;1991;Sterling Silver Software;Fighter;1;;;;;;;;
Pocahontas (USA);Pocahontas (USA);Sega Genesis;;1996;Funcom;Platform;1;;;;;;;;
Populous (USA);Populous (USA);Sega Genesis;;1991;Bullfrog Productions;Strategy;;;;;;;;;
Power Drive (Europe);Power Drive (Europe);Sega Genesis;;1994;Rage Software;Driving;1;;;;;;;;
"Power Monger (USA, Europe)";"Power Monger (USA, Europe)";Sega Genesis;;1993;Sprytes;Strategy;;;;;;;;;
Powerball (USA);Powerball (USA);Sega Genesis;;1991;Namco;Sports;2;;;;;;;;
"Predator 2 (USA, Europe)";"Predator 2 (USA, Europe)";Sega Genesis;;1992;Teeny Weeny Games;Shooter;1;;;;;;;;
Premier Manager (Europe);Premier Manager (Europe);Sega Genesis;;1995;Gremlin Interactive;Sports/Soccer;2;;;;;;;;
Premier Manager 97 (Europe);Premier Manager 97 (Europe);Sega Genesis;;1996;Gremlin Interactive;Sports/Soccer;2;;;;;;;;
"Primal Rage (USA, Europe)";"Primal Rage (USA, Europe)";Sega Genesis;;1995;Probe Entertainment;Fighter;2;;;;;;;;
Prime Time NFL Starring Deion Sanders (USA);Prime Time NFL Starring Deion Sanders (USA);Sega Genesis;;1995;Farsight Technologies;Sports/Football;4;;;;;;;;
Prince of Persia (USA);Prince of Persia (USA);Sega Genesis;;1993;Broderbund;Platform;1;;;;;;;;
Pro Quarterback (USA);Pro Quarterback (USA);Sega Genesis;;1992;Tradewest;Sports/Football;;;;;;;;;
Psycho Pinball (Europe);Psycho Pinball (Europe);Sega Genesis;;1994;Codemasters;Pinball;4;;;;;;;;
Puggsy (USA);Puggsy (USA);Sega Genesis;;1993;Traveller's Tales;Platform;1;;;;;;;;
"Punisher, The (USA)";"Punisher, The (USA)";Sega Genesis;;1994;Sculptured Software;Beat-'Em-Up;2;;;;;;;;
QuackShot Starring Donald Duck (World) (v1.1);QuackShot Starring Donald Duck (World) (v1.1);Sega Genesis;;1991;Sega;Platform;1;;;;;;;;
Quad Challenge (USA);Quad Challenge (USA);Sega Genesis;;1991;Namco;Driving;2;;;;;;;;
R.B.I. Baseball 3 (USA);R.B.I. Baseball 3 (USA);Sega Genesis;;1993;Tengen;Sports/Baseball;2;;;;;;;;
R.B.I. Baseball 4 (USA);R.B.I. Baseball 4 (USA);Sega Genesis;;1994;Tengen;Sports/Baseball;2;;;;;;;;
R.B.I. Baseball '93 (USA);R.B.I. Baseball \'93 (USA);Sega Genesis;;1991;Tengen;Sports/Baseball;2;;;;;;;;
"R.B.I. Baseball '94 (USA, Europe)";"R.B.I. Baseball \'94 (USA, Europe)";Sega Genesis;;1992;Tengen;Sports/Baseball;;;;;;;;;
Race Drivin' (USA);Race Drivin\' (USA);Sega Genesis;;1993;Polygames;Driving;1;;;;;;;;
Radical Rex (USA);Radical Rex (USA);Sega Genesis;;1994;Beam Software;Platform;2;;;;;;;;
"Raiden Trad (Japan, USA)";"Raiden Trad (Japan, USA)";Sega Genesis;;1993;Micronet;Shooter;1;;;;;;;;
Rambo III (World) (v1.1);Rambo III (World) (v1.1);Sega Genesis;;1989;Sega;Platform;2;;;;;;;;
Rampart (USA);Rampart (USA);Sega Genesis;;1991;Tengen;Platform;2;;;;;;;;
Ranger X (USA);Ranger X (USA);Sega Genesis;;1993;Gau Entertainment;Shooter;1;;;;;;;;
Rastan Saga II (USA);Rastan Saga II (USA);Sega Genesis;;1990;OperaHouse;Platform;1;;;;;;;;
"Red Zone (USA, Europe)";"Red Zone (USA, Europe)";Sega Genesis;;1994;Zyrinx;Platform;1;;;;;;;;
"Ren & Stimpy Show Presents Stimpy's Invention, The (USA)";"Ren & Stimpy Show Presents Stimpy\'s Invention, The (USA)";Sega Genesis;;1993;Blue Sky Software;Platform;2;;;;;;;;
"Revenge of Shinobi, The (USA, Europe) (Rev B)";"Revenge of Shinobi, The (USA, Europe) (Rev B)";Sega Genesis;;1989;Sega;Platform;1;;;;;;;;
"Revolution X (USA, Europe)";"Revolution X (USA, Europe)";Sega Genesis;;1995;Rage Software;Shooter;2;;;;;;;;
Richard Scarry's BusyTown (USA);Richard Scarry\'s BusyTown (USA);Sega Genesis;;1994;Novotrade;Platform;;;;;;;;;
"Rings of Power (USA, Europe)";"Rings of Power (USA, Europe)";Sega Genesis;;1991;Naughty Dog;Role-Playing;;;;;;;;;
Rise of the Robots (Europe);Rise of the Robots (Europe);Sega Genesis;;1994;Data Design Interactive;Fighter;2;;;;;;;;
Risk (USA);Risk (USA);Sega Genesis;;1994;Sculptured Software;Board Games;6;;;;;;;;
"Risky Woods (USA, Europe)";"Risky Woods (USA, Europe)";Sega Genesis;;1992;Dinamic Software;Platform;1;;;;;;;;
"Ristar (USA, Europe)";"Ristar (USA, Europe)";Sega Genesis;;1995;Sonic Team;Platform;1;;;;;;;;
"Road Rash (USA, Europe)";"Road Rash (USA, Europe)";Sega Genesis;;1992;Electronic Arts;Driving;2;;;;;;;;
"Road Rash 3 (USA, Europe)";"Road Rash 3 (USA, Europe)";Sega Genesis;;1995;Electronic Arts;Driving;2;;;;;;;;
"Road Rash II (USA, Europe) (v1.2)";"Road Rash II (USA, Europe) (v1.2)";Sega Genesis;;1993;Electronic Arts;Driving;2;;;;;;;;
RoadBlasters (USA);RoadBlasters (USA);Sega Genesis;;1991;Sterling Silver Software;Driving;1;;;;;;;;
"RoboCop 3 (USA, Europe)";"RoboCop 3 (USA, Europe)";Sega Genesis;;1993;Eden Entertainment Software;Platform;1;;;;;;;;
RoboCop versus The Terminator (USA);RoboCop versus The Terminator (USA);Sega Genesis;;1994;Virgin Interactive;Platform;1;;;;;;;;
Rock n' Roll Racing (USA);Rock n\' Roll Racing (USA);Sega Genesis;;1994;Blizzard Entertainment;Driving;2;;;;;;;;
Rocket Knight Adventures (USA);Rocket Knight Adventures (USA);Sega Genesis;;1993;Konami;Platform;1;;;;;;;;
Roger Clemens MVP Baseball (USA);Roger Clemens MVP Baseball (USA);Sega Genesis;;1992;Sculptured Software;Baseball/Sports;2;;;;;;;;
Rolling Thunder 2 (USA);Rolling Thunder 2 (USA);Sega Genesis;;1991;Namco;Shooter;2;;;;;;;;
Rolling Thunder 3 (USA);Rolling Thunder 3 (USA);Sega Genesis;;1993;Namco;Shooter;1;;;;;;;;
"Rolo to the Rescue (USA, Europe)";"Rolo to the Rescue (USA, Europe)";Sega Genesis;;1992;Vectordean;Platform;1;;;;;;;;
Romance of the Three Kingdoms II (USA);Romance of the Three Kingdoms II (USA);Sega Genesis;;1991;Koei;Strategy;8;;;;;;;;
Romance of the Three Kingdoms III - Dragon of Destiny (USA);Romance of the Three Kingdoms III - Dragon of Destiny (USA);Sega Genesis;;1993;Koei;Strategy;8;;;;;;;;
"Rugby World Cup 95 (USA, Europe)";"Rugby World Cup 95 (USA, Europe)";Sega Genesis;;1994;EA Sports;Sports;4;;;;;;;;
Sagaia (USA);Sagaia (USA);Sega Genesis;;1991;Taito;Shooter;1;;;;;;;;
Saint Sword (USA);Saint Sword (USA);Sega Genesis;;1991;Taito;Platform;1;;;;;;;;
Sampras Tennis 96 (Europe) (J-Cart);Sampras Tennis 96 (Europe) (J-Cart);Sega Genesis;;1995;Codemasters;Sports/Tennis;4;;;;;;;;
Samurai Shodown (USA);Samurai Shodown (USA);Sega Genesis;;1994;Saurus;Fighter;2;;;;;;;;
Saturday Night Slammasters (USA);Saturday Night Slammasters (USA);Sega Genesis;;1994;Capcom;Fighter;2;;;;;;;;
Scooby-Doo Mystery (USA);Scooby-Doo Mystery (USA);Sega Genesis;;1995;Illusions Gaming Company;Adventure;;;;;;;;;
SeaQuest DSV (USA);SeaQuest DSV (USA);Sega Genesis;;1994;Sculptured Software;Platform;1;;;;;;;;
Second Samurai (Europe);Second Samurai (Europe);Sega Genesis;;1994;Vivid Image;Beat-'Em-Up;2;;;;;;;;
Sega Sports 1 (Europe);Sega Sports 1 (Europe);Sega Genesis;;1995;Sega;Miscellaneous;8;;;;;;;;
Sensible Soccer (Europe);Sensible Soccer (Europe);Sega Genesis;;1994;Renegade;Sports/Soccer;2;;;;;;;;
Sensible Soccer - International Edition (Europe);Sensible Soccer - International Edition (Europe);Sega Genesis;;1993;Renegade;Sports/Soccer;2;;;;;;;;
Sesame Street Counting Cafe (USA);Sesame Street Counting Cafe (USA);Sega Genesis;;1994;Electronic Arts;Adventure;1;;;;;;;;
Shadow Blasters (USA);Shadow Blasters (USA);Sega Genesis;;1990;Sigma;Platform;2;;;;;;;;
Shadow Dancer - The Secret of Shinobi (World);Shadow Dancer - The Secret of Shinobi (World);Sega Genesis;;1990;Sega;Platform;1;;;;;;;;
"Shadow of the Beast (USA, Europe)";"Shadow of the Beast (USA, Europe)";Sega Genesis;;1991;WJS Design;Platform;1;;;;;;;;
"Shadow of the Beast II (USA, Europe)";"Shadow of the Beast II (USA, Europe)";Sega Genesis;;1992;WJS Design;Adventure;1;;;;;;;;
Shadowrun (USA);Shadowrun (USA);Sega Genesis;;1994;Blue Sky Software;Role-Playing;1;;;;;;;;
Shanghai II - Dragon's Eye (USA);Shanghai II - Dragon\'s Eye (USA);Sega Genesis;;1994;Activision;Puzzle;2;;;;;;;;
"Shaq-Fu (USA, Europe)";"Shaq-Fu (USA, Europe)";Sega Genesis;;1994;Delphine Software International;Fighter;2;;;;;;;;
Shining Force (USA);Shining Force (USA);Sega Genesis;;1992;Climax Entertainment;Strategy;;;;;;;;;
Shining Force II (USA);Shining Force II (USA);Sega Genesis;;1994;Climax Entertainment;Strategy;;;;;;;;;
"Shining in the Darkness (USA, Europe)";"Shining in the Darkness (USA, Europe)";Sega Genesis;;1991;Climax Entertainment;Role-Playing;;;;;;;;;
Shinobi III - Return of the Ninja Master (USA);Shinobi III - Return of the Ninja Master (USA);Sega Genesis;;1993;Sega;Beat-'Em-Up;1;;;;;;;;
Shove It! ...The Warehouse Game (USA);Shove It! ...The Warehouse Game (USA);Sega Genesis;;1990;Dreamworks/NCS;Puzzle;;;;;;;;;
Side Pocket (USA);Side Pocket (USA);Sega Genesis;;1992;Data East;Sports/Billiards;2;;;;;;;;
"Simpsons, The - Bart Vs. The Space Mutants (USA, Europe) (Rev A)";"Simpsons, The - Bart Vs. The Space Mutants (USA, Europe) (Rev A)";Sega Genesis;;1992;Arc Developments;Platform;1;;;;;;;;
"Simpsons, The - Bart's Nightmare (USA, Europe)";"Simpsons, The - Bart\'s Nightmare (USA, Europe)";Sega Genesis;;1993;Sculptured Software;Platform;1;;;;;;;;
Skeleton Krew (USA);Skeleton Krew (USA);Sega Genesis;;1995;Core Design;Platform;2;;;;;;;;
"Skitchin' (USA, Europe)";"Skitchin\' (USA, Europe)";Sega Genesis;;1993;Electronic Arts;Sports/Skating;2;;;;;;;;
Slaughter Sport (USA);Slaughter Sport (USA);Sega Genesis;;1991;Activision;Fighter;;;;;;;;;
"Smurfs Travel the World, The (Europe)";"Smurfs Travel the World, The (Europe)";Sega Genesis;;1996;Infogrames;Platform;1;;;;;;;;
"Smurfs, The (Europe) (Rev A)";"Smurfs, The (Europe) (Rev A)";Sega Genesis;;1995;Virtual Studio;Platform;1;;;;;;;;
Snake Rattle n Roll (Europe);Snake Rattle n Roll (Europe);Sega Genesis;;1993;Rare;Platform;2;;;;;;;;
Socket (USA);Socket (USA);Sega Genesis;;1994;Vic Tokai;Platform;1;;;;;;;;
Sol-Deace (USA);Sol-Deace (USA);Sega Genesis;;1992;Wolf Team;Shooter;1;;;;;;;;
Soldiers of Fortune (USA);Soldiers of Fortune (USA);Sega Genesis;;1993;Bitmap Brothers;Shooter;2;;;;;;;;
Sonic & Knuckles (World);Sonic & Knuckles (World);Sega Genesis;;1994;Sonic Team;Platform;2;;;;;;;;
Sonic & Knuckles + Sonic the Hedgehog (World);Sonic & Knuckles + Sonic the Hedgehog (World);Sega Genesis;;1994;Sega;Platform;1;;;;;;;;
Sonic & Knuckles + Sonic the Hedgehog 2 (World);Sonic & Knuckles + Sonic the Hedgehog 2 (World);Sega Genesis;;1994;Sega;Platform;2;;;;;;;;
Sonic & Knuckles + Sonic the Hedgehog 3 (World);Sonic & Knuckles + Sonic the Hedgehog 3 (World);Sega Genesis;;1994;Sega;Platform;2;;;;;;;;
"Sonic 3D Blast (USA, Europe)";"Sonic 3D Blast (USA, Europe)";Sega Genesis;;1996;Sega;Platform;1;;;;;;;;
Sonic Classics (World) (v1.1);Sonic Classics (World) (v1.1);Sega Genesis;;1997;Sega;Platform;2;;;;;;;;
Sonic Spinball (USA);Sonic Spinball (USA);Sega Genesis;;1993;Sega;Puzzle;4;;;;;;;;
"Sonic the Hedgehog (USA, Europe)";"Sonic the Hedgehog (USA, Europe)";Sega Genesis;;1991;Sonic Team;Platform;1;;;;;;;;
Sonic the Hedgehog 2 (World) (Rev A);Sonic the Hedgehog 2 (World) (Rev A);Sega Genesis;;1992;Sonic Team;Platform;2;;;;;;;;
Sonic the Hedgehog 3 (USA);Sonic the Hedgehog 3 (USA);Sega Genesis;;1994;Sega;Platform;2;;;;;;;;
Sorcerer's Kingdom (USA) (v1.1);Sorcerer\'s Kingdom (USA) (v1.1);Sega Genesis;;1992;Treco;Role-Playing;1;;;;;;;;
Space Harrier II (World);Space Harrier II (World);Sega Genesis;;1989;Sega;Shooter;1;;;;;;;;
Space Invaders '91 (USA);Space Invaders \'91 (USA);Sega Genesis;;1991;Taito;Shooter;1;;;;;;;;
Sparkster (USA);Sparkster (USA);Sega Genesis;;1994;Konami;Platform;1;;;;;;;;
Speedball 2 - Brutal Deluxe (USA);Speedball 2 - Brutal Deluxe (USA);Sega Genesis;;1991;Bitmap Brothers;Sports;2;;;;;;;;
"Spider-Man (USA, Europe) (Acclaim)";"Spider-Man (USA, Europe) (Acclaim)";Sega Genesis;;1995;Acclaim;Platform;1;;;;;;;;
Spider-Man (World) (Sega);Spider-Man (World) (Sega);Sega Genesis;;1991;Recreational Brainware;Platform;1;;;;;;;;
Spider-Man and Venom - Maximum Carnage (World);Spider-Man and Venom - Maximum Carnage (World);Sega Genesis;;1994;Software Creations;Beat-'Em-Up;1;;;;;;;;
"Spider-Man and Venom - Separation Anxiety (USA, Europe)";"Spider-Man and Venom - Separation Anxiety (USA, Europe)";Sega Genesis;;1995;Software Creations;Beat-'Em-Up;2;;;;;;;;
"Spider-Man and X-Men - Arcade's Revenge (USA, Europe)";"Spider-Man and X-Men - Arcade\'s Revenge (USA, Europe)";Sega Genesis;;1994;Software Creations;Platform;1;;;;;;;;
Spiritual Warfare (USA) (Unl);Spiritual Warfare (USA) (Unl);Sega Genesis;;1994;Wisdom Tree;Role-Playing;1;;;;;;;;
Spirou (Europe);Spirou (Europe);Sega Genesis;;1996;Infogrames;Platform;1;;;;;;;;
Splatterhouse 2 (USA);Splatterhouse 2 (USA);Sega Genesis;;1992;Namco;Beat-'Em-Up;1;;;;;;;;
Splatterhouse 3 (USA);Splatterhouse 3 (USA);Sega Genesis;;1993;Namco;Beat-'Em-Up;1;;;;;;;;
Sports Talk Baseball (USA);Sports Talk Baseball (USA);Sega Genesis;;1992;Sega;Sports/Baseball;2;;;;;;;;
Spot Goes to Hollywood (USA);Spot Goes to Hollywood (USA);Sega Genesis;;1995;Eurocom Entertainment Software;Platform;1;;;;;;;;
Star Control (USA);Star Control (USA);Sega Genesis;;1991;Toys for Bob;Strategy;2;;;;;;;;
